		SIKKIM MANIPAL UNIVERSITY 

		GRADE SHEET - MAY/JUNE 2025 EXAMINATIONS.  

Subject Code  : CS202A5			(REF CODE:CSE407)
Subject Title : PROJECT BASED LEARNING II 
Subject Credit : 1.0 

REGNO		INT	   UM		TOT	GRADE
202300543	33.50	29.75	     64.00	C
202300544	38.75	37.33	     77.00	A
202300548	37.00	   34	     71.00	B
202300549	37.50	   36	     74.00	A
202300551	38.00	   30	     68.00	B
202300554	37.67	29.75	     68.00	B
202300557	40.25	35.66	     76.00	A
202300560	34.67	   33	     68.00	B
202300564	36.67	 37.8	     75.00	A
202300565	37.33	27.67	     66.00	C
202300567	45.00	   41	     86.00	S
202300569	43.25	40.67	     84.00	S
202300578	36.00	29.33	     66.00	C
202300579	36.00	29.33	     66.00	C
202300583	45.00	   31	     76.00	A
202300601	44.25	40.66	     85.00	S
202300607	42.25	33.67	     76.00	A
202300608	40.00	   32	     72.00	B
202300609	36.00	   27	     63.00	C
202300616	42.66	35.67	     79.00	A
202300620	38.66	30.33	     69.00	B
202300623	39.00	35.66	     75.00	A
202300624	37.50	34.33	     72.00	B
202300630	38.25	36.33	     75.00	A
202300635	36.00	 37.4	     74.00	A
202300644	37.33	26.33	     64.00	C
202300665	37.00	   39	     76.00	A
202300666	37.00	39.33	     77.00	A
202300667	33.50	29.25	     63.00	C
202300670	37.66	   29	     67.00	C
202411527	36.50	27.67	     65.00	C
202411528	32.50	 28.5	     61.00	D
202411529	36.00	   30	     66.00	C
202411530	38.75	   28	     67.00	C
202411531	39.00	28.33	     68.00	B
202411532	35.00	26.67	     62.00	C
202411533	35.00	26.67	     62.00	C
202411534	35.50	26.67	     63.00	C
202411535	36.00	   AB	      0.00	I
202411536	32.50	28.75	     62.00	C
202411538	38.00	26.67	     65.00	C
202411539	38.00	28.33	     67.00	C
202411540	37.00	   31	     68.00	B

Mean = 69.988953		SD = 5.985154
Lower cut off for E = 50.000000
Lower cut off for S = 80.000000
Step size = 6.000000
Lower cut off for D = 56.000000
Lower cut off for C = 62.000000
Lower cut off for B = 68.000000
Lower cut off for A = 74.000000
No. of Absentees = 2
No. of Malpractices = 0
No. of Detentions = 1
No. of NA = 0
No. of students appeared = 181

Abbreviations : INT = IN SEM marks, UM : END SEM marks.

